41 39
37 33
3
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	30	31	31	31	31	31	30	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	30	31	31	31	31	31	30	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	30	31	31	31	31	31	30	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	30	39	39	39	39	39	30	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	31	39	39	39	39	39	31	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	31	39	39	39	39	39	31	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	30	30	0	30	30	31	30	30	0	30	30	31	30	30	0	30	30	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	30	31	31	31	31	31	30	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	30	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	30	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	30	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	30	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	30	31	31	31	31	31	30	1	1	1
