17 21
8 16
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	16	16	16	16	16	16	16	16	16	16	16	1	1	1	
1	1	1	16	17	17	17	17	17	17	17	17	17	16	1	1	1	
1	1	1	16	17	17	17	17	17	17	17	17	17	16	1	1	1	
1	1	1	16	17	17	17	17	17	17	17	17	17	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	4	4	4	4	4	4	4	4	4	16	1	1	1	
1	1	1	16	16	16	16	16	4	16	16	16	16	16	1	1	1	
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
