31 37
16 32
2
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	10	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	11	11	11	11	11	11	11	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	11	11	11	11	11	11	11	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	11	11	11	11	11	11	11	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	10	10	10	10	10	10	10	10	10	40	40	40	40	40	40	40	10	10	10	10	10	10	10	10	1	1	1
1	1	1	1	10	11	11	11	11	11	11	11	11	40	40	40	40	40	40	40	11	11	11	11	11	11	11	10	1	1	1
1	1	1	1	10	11	11	11	11	11	11	11	11	40	40	40	40	40	40	40	11	11	11	11	11	11	11	10	1	1	1
1	1	1	1	10	11	11	11	11	11	11	11	11	40	40	40	40	40	40	40	11	11	11	11	11	11	11	11	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	11	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	11	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	10	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	10	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	10	10	10	10	10	10	10	10	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	11	11	11	1	1	1	1	1	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	11	11	11	1	1	1	1	1	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	11	11	11	1	1	1	1	1	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	1	1	1	1	1	1	1
1	1	1	1	10	10	10	10	10	10	10	10	10	40	40	40	40	40	40	40	10	10	10	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	10	10	10	10	40	10	10	10	10	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
550 16 33
551 16 6
8


