13 17
6 12
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	16	16	16	16	16	16	1	1	1
1	1	1	16	17	17	17	17	17	16	1	1	1
1	1	1	16	17	17	17	17	17	16	1	1	1
1	1	1	16	17	17	17	17	17	16	1	1	1
1	1	1	16	14	14	14	14	14	16	1	1	1
1	1	1	16	14	14	14	14	14	16	1	1	1
1	1	1	16	14	14	14	14	14	16	1	1	1
1	1	1	16	14	14	14	14	14	16	1	1	1
1	1	1	16	14	14	14	14	14	16	1	1	1
1	1	1	16	16	16	14	16	16	16	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
291 6 13
