44 39
35 34
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	17	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	17	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	17	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	16	16	16	16	16	16	16	16	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	14	14	14	14	14	14	14	14	14	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	16	16	16	16	14	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
