13 16
3 9
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	16	16	16	16	16	16	1	1	1
1	1	1	16	17	17	17	17	17	16	1	1	1
1	1	1	16	17	17	17	17	17	16	1	1	1
1	1	1	16	17	17	17	17	17	17	1	1	1
1	1	1	16	14	14	14	14	14	17	1	1	1
1	1	1	16	14	14	14	14	14	17	1	1	1
1	1	0	16	14	14	14	14	14	14	0	1	1
1	1	1	16	14	14	14	14	14	16	1	1	1
1	1	1	16	14	14	14	14	14	16	1	1	1
1	1	1	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1
292 10 9
