31 22
26 8
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	0	1	1	1
1	1	1	16	16	16	0	0	0	16	16	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1
1	1	1	16	17	17	18	18	18	17	17	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1
1	1	1	16	17	17	18	18	18	17	17	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1
1	1	1	16	17	17	18	18	18	17	17	17	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1
1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
