18 30
11 20
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	1	1	1
1	1	1	1	1	1	1	1	10	11	11	11	11	11	10	1	1	1
1	1	1	1	1	1	1	1	10	11	11	11	11	11	10	1	1	1
1	1	1	1	1	1	1	1	10	11	11	11	11	11	10	1	1	1
1	1	1	1	1	1	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	1	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	1	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	10	10	10	10	10	10	2	2	2	2	2	10	1	1	1
1	1	1	10	11	11	11	11	11	2	2	2	2	2	10	1	1	1
1	1	1	10	11	11	11	11	11	2	2	2	2	2	10	1	1	1
1	1	1	10	11	11	11	11	11	2	2	2	2	2	10	1	1	1
1	1	1	10	2	2	2	2	2	2	2	2	2	2	10	1	1	1
1	1	1	10	2	2	2	2	2	2	2	2	2	2	10	1	1	1
1	1	1	10	2	2	2	2	2	2	2	2	2	2	10	1	1	1
1	1	1	10	2	2	2	2	2	2	2	2	2	2	10	1	1	1
1	1	1	10	2	2	2	2	2	2	2	2	2	2	10	1	1	1
1	1	1	10	2	2	2	2	2	2	2	2	2	2	10	1	1	1
1	1	1	10	10	2	10	10	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	0	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	1	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	1	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	1	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	1	1	1	10	2	2	2	2	2	10	1	1	1
1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
317 5 21
1
