25 28
12 23
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	34	34	34	34	34	34	34	34	34	34	34	34	34	1	1	1	1	1	1
1	1	1	1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1
1	1	1	1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1
1	1	1	1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1
1	1	1	1	1	1	34	7	7	7	7	7	7	7	7	7	7	7	34	1	1	1	1	1	1
1	1	1	34	34	34	34	7	7	7	7	7	7	7	7	7	7	7	34	34	34	34	1	1	1	
1	1	1	34	35	35	35	7	7	7	7	7	7	7	7	7	7	7	35	35	35	34	1	1	1
1	1	1	34	35	35	35	7	7	7	34	34	7	34	34	7	7	7	35	35	35	34	1	1	1
1	1	1	34	35	35	35	7	7	7	34	34	34	34	34	7	7	7	35	35	35	34	1	1	1
1	1	1	34	7	7	7	7	7	7	34	34	34	34	34	7	7	7	7	7	7	34	1	1	1
1	1	1	34	7	7	7	7	7	7	35	35	35	35	35	7	7	7	7	7	7	34	1	1	1
1	1	1	34	7	7	7	7	7	7	35	35	35	35	35	7	7	7	7	7	7	34	1	1	1
1	1	1	34	7	7	7	7	7	7	35	35	35	35	35	7	7	7	7	7	7	34	1	1	1
1	1	1	34	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	34	1	1	1
1	1	1	34	34	7	34	34	7	7	7	7	7	7	7	7	7	34	34	7	34	34	1	1	1
1	1	1	1	1	0	1	34	7	7	7	7	7	7	7	7	7	34	1	0	1	1	1	1	1
1	1	1	1	1	1	1	34	7	7	7	7	7	7	7	7	7	34	1	1	1	1	1	1	1
1	1	1	1	1	1	1	34	7	7	7	7	7	7	7	7	7	34	1	1	1	1	1	1	1
1	1	1	1	1	1	1	34	34	34	7	7	7	7	7	34	34	34	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	34	7	7	7	7	7	34	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	34	34	34	7	34	34	34	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1
