39 52
13 47
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	31	1	31	31	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	1	1	1	31	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	31	31	31	31	31	1	1	1	1	1	31	31	31	31	31	31	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	31	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	31	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	39	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	20	39	39	39	39	39	39	31	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	20	20	39	39	39	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	31	31	20	20	20	39	39	39	39	39	39	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	31	20	20	20	31	31	31	31	31	31	31	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1
1	1	1	30	31	31	31	31	20	20	20	31	31	31	31	31	31	31	31	30	39	39	39	39	39	29	29	29	29	29	29	29	29	29	29	29	1	1	1
