17 18
8 14
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	30	30	30	30	39	30	30	30	30	30	1	1	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
485 8 15
27
