29 24
24 18
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1
1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1
1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1
1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1
1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1
1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1
1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1
1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1
1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1
1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1
1	1	1	1	30	30	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	30	30	1	1	1	1
1	1	1	1	30	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	30	1	1	1	1
1	1	1	1	31	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	31	1	1	1	1
1	1	1	1	31	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	31	1	1	1	1
1	1	1	1	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	1	1	1	1
1	1	1	0	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	0	1	1	1
1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27	
