23 24
11 19
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	1	1	1
1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1
1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1
1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	34	34	34	34	34	34	34	40	34	34	34	34	34	34	34	34	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
508 11 20
28
