30 42
22 8
2
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1
1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1
1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	31	1	31	31	31	31	31	31	31	30	1	1	1	1
1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	1	1	1	31	31	31	31	31	31	30	1	1	1	1
1	1	1	1	1	1	1	1	1	30	31	31	31	31	31	1	1	1	1	1	31	31	0	31	31	30	1	1	1	1
1	1	1	1	1	1	1	1	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	30	30	30	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	30	30	31	31	31	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	31	31	31	31	31	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	31	31	31	0	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	1	31	31	39	39	39	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	0	39	39	39	39	39	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	1	30	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	30	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	31	1	1	1	1
1	1	1	1	31	31	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	31	1	1	1	1
1	1	1	1	31	31	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	31	1	1	1	1
1	1	1	1	31	31	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	39	0	1	1	1
1	1	1	0	39	39	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	30	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	30	30	39	39	39	39	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	1	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	1	31	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	0	39	39	39	39	39	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	30	30	39	39	39	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	30	30	39	30	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	1	1	0	1	30	39	39	39	39	39	29	29	29	29	29	39	39	39	39	39	30	1	1	1	1
1	1	1	1	1	1	1	1	1	30	30	30	39	30	30	29	29	29	29	29	30	30	30	30	30	30	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	1	30	29	29	29	29	29	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	29	29	29	29	29	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
495 22 7
496 12 37
28
