22 33
17 18
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1
1	1	1	30	31	0	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	31	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	31	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	31	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	0	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1
1	1	1	30	30	18	18	18	30	30	30	30	30	30	30	30	30	30	1	1	1	1
1	1	1	1	30	18	18	18	30	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	18	18	18	30	30	30	30	30	1	1	1	1	1	1	1	1	1
1	1	1	1	30	18	18	18	31	31	31	31	30	1	1	1	1	1	1	1	1	1
1	1	1	1	30	18	18	18	31	31	31	31	30	1	1	1	1	1	1	1	1	1
1	1	1	1	30	18	18	18	31	31	0	31	30	1	1	1	1	1	1	1	1	1
1	1	1	1	30	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1
1	1	1	1	30	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1
1	1	1	1	30	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1
1	1	1	1	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27	
