27 35
13 30
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	0	33	33	33	33	33	33	33	33	33	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	32	32	32	32	32	32	32	32	26	26	26	32	32	32	32	32	32	32	32	32	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	18	18	18	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	18	18	18	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	18	18	18	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	18	18	18	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	18	18	18	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
