30 29
19 25
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	32	32	32	32	32	32	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	33	33	33	33	33	32	1	1	1
1	1	1	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	33	33	33	33	33	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	26	26	26	26	26	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	33	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	33	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	33	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	0	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	32	32	32	32	32	26	26	26	26	26	32	32	32	32	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	32	26	26	26	26	26	32	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	32	26	26	26	26	26	32	1	1	1	1	1	1	1
1	1	1	32	32	32	32	32	32	32	32	32	1	1	1	1	32	26	26	26	26	26	32	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	32	32	26	32	32	32	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1


