24 35
17 30
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	32	32	32	32	32	32	32	32	32	32	32	32	32	1	1	1	1	1	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	1	1	1	1	1	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	1	1	1	1	1	1	1	1
1	1	1	32	33	33	33	0	33	33	33	33	33	33	33	33	1	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	21	1	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	32	21	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	32	1	21	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	32	1	1	21	26	26	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	26	26	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	32	32	32	32	1	1	1	1	18	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	18	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	18	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	18	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	18	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	18	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	32	32	32	32	32	32	32	1	18	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	33	33	33	33	33	33	32	1	0	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	33	33	33	33	33	33	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	33	33	33	33	33	33	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1	1	1
1	1	1	32	32	32	32	32	32	32	32	32	32	32	32	32	18	18	32	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18	18	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18	18	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
