36 44
11 37						
0					
0
0 0					
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	0	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	30	41	41	41	41	41	41	41	41	30	41	41	41	41	41	30	1	1	1	1	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	30	30	41	41	41	30	30	30	30	30	30	41	41	41	41	41	30	1	1	1	1	30	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	41	41	41	31	31	31	30	31	31	41	41	41	41	41	30	1	1	1	1	30	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	41	41	41	31	31	31	30	31	31	41	41	41	41	41	30	30	30	30	30	30	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	41	41	41	31	31	31	30	31	31	41	41	41	41	41	31	31	31	31	31	31	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	41	31	31	31	31	31	31	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	41	31	31	31	31	31	31	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1
