

0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	1	1	1	1
1	1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	0	1	1	1
1	1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	20	0	1	1	1
1	1	1	1	34	35	0	35	35	35	35	35	0	35	35	35	35	35	0	35	35	20	20	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	20	20	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	20	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	34	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	34	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	34	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	35	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	35	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	35	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	0	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	34	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	34	1	1	1	1	1	1
1	1	1	1	34	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	34	1	1	1	1	1	1
1	1	1	1	34	19	19	19	34	34	34	34	34	34	34	34	34	34	34	34	34	1	1	1	1	1	1
1	1	1	1	34	19	19	19	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	19	19	19	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	19	19	19	34	34	34	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	19	19	19	35	35	35	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	19	19	19	35	35	35	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	19	19	19	35	35	35	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	26	26	26	26	26	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	35	26	26	26	26	26	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	35	26	26	26	26	26	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	35	26	26	26	26	26	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0	26	26	26	26	26	26	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	26	26	26	26	26	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	26	26	26	26	26	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	34	34	34	34	34	34	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1

