22 26
9 21
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
1	1	1	32	32	32	32	32	32	32	32	32	32	32	32	32	18	18	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	18	18	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	18	18	32	1	1	1
1	1	1	32	33	33	33	33	33	33	33	33	33	33	33	33	18	18	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	32	32	32	32	32	32	32	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	1	1	1
1	1	1	32	26	26	26	26	26	26	26	32	1	1	1	1	1	1	1	1	1	1
1	1	1	32	32	32	32	26	32	26	32	32	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
