28 36
23 31
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	1	1	1	1	1	1	1
1	1	1	1	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	22	1	1	1	1	1	1	1
1	1	1	1	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	22	1	1	1	1	1	1	1
1	1	1	1	23	23	23	23	23	0	23	23	23	23	23	23	23	23	23	23	22	1	1	1	1	1	1	1
1	1	1	1	23	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	23	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	0	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	22	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	22	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	22	22	22	22	22	22	22	22	22	22	22	18	18	18	18	18	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	18	18	18	18	18	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	18	18	18	18	18	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	18	18	18	18	18	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	18	18	18	18	18	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	18	18	18	18	18	22	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	1	1	22	22	22	22	22	22	22	22	22	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	1	1	22	23	23	23	23	23	23	23	23	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	1	1	22	23	23	23	23	23	23	23	23	48	48	48	48	48	22	1	1	1	1	1	1	1
1	1	1	1	1	1	22	23	23	0	23	23	23	23	23	48	48	48	48	48	23	1	1	1	1	1	1	1
1	1	1	1	1	1	22	48	48	48	48	48	48	48	48	48	48	48	48	48	23	1	1	1	1	1	1	1
1	1	1	1	1	1	22	48	48	48	48	48	48	48	48	48	48	48	48	48	23	1	1	1	1	1	1	1
1	1	1	1	1	1	22	48	48	48	48	48	48	48	48	48	48	48	48	48	48	21	1	1	1	1	1	1
1	1	1	1	1	1	22	48	48	48	48	48	48	48	48	48	48	48	48	48	48	21	21	1	1	1	1	1
1	1	1	1	1	1	22	48	48	48	48	48	48	48	48	48	48	48	48	48	48	21	21	21	0	1	1	1
1	1	1	1	1	1	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	1	21	21	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1
