18 18
4 9
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	16	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	16	1	1	1
1	1	1	1	17	17	17	17	17	17	17	17	17	17	16	1	1	1
1	1	1	1	17	3	3	3	3	3	3	3	3	3	16	1	1	1
1	1	1	1	17	3	3	3	3	3	3	3	3	3	16	1	1	1
1	1	1	0	3	3	3	3	3	3	3	3	3	3	16	1	1	1
1	1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1
1	1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1
1	1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1
1	1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1
1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40 3 9
1
