17 19
12 13
2
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	16	16	16	16	16	16	16	16	16	1	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	16	1	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	16	1	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	16	1	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	17	1	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	17	1	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	17	1	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	14	0	1	1	1
1	1	1	16	14	14	14	14	14	14	14	14	16	1	1	1	1
1	1	1	16	16	16	16	16	16	16	16	16	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25 13 13
97 5 10
