18 18
13 9
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	17	17	1	1	1	1
1	1	1	16	3	3	3	3	3	3	3	3	3	17	1	1	1	1
1	1	1	16	3	3	3	3	3	3	3	3	3	17	1	1	1	1
1	1	1	16	3	3	3	3	3	3	3	3	3	3	0	1	1	1
1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1	1
1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1	1
1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1	1
1	1	1	16	3	3	3	3	3	3	3	3	3	16	1	1	1	1
1	1	1	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39 14 9
