45 37
13 16
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	30	30	30	30	30	37	37	37	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	30	30	30	30	30	37	37	37	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	30	30	30	30	30	37	37	37	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	30	30	30	30	30	37	37	37	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	30	30	30	30	30	37	37	37	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	31	31	31	31	31	31	31	31	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	31	31	31	31	31	31	31	31	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	31	31	31	31	31	31	31	31	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	31	31	31	31	31	31	31	31	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	0	31	31	31	31	31	31	31	31	31	31	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	25	25	25	25	25	29	37	37	37	37	37	37	37	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	29	37	37	37	37	37	37	37	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	29	37	37	37	37	37	37	37	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	29	37	37	37	37	37	37	37	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	29	37	37	37	37	37	37	37	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	30	30	25	30	30	37	37	34	34	34	34	34	34	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	30	30	30	30	30	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	31	31	31	31	31	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	34	1	1	1	1	1	1	1	1
1	1	1	31	31	31	31	31	31	31	31	31	31	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	34	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
