28 37
23 25
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	34	34	34	34	34	34	34	34	34	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	35	35	35	35	35	35	35	35	35	35	35	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	35	40	40	40	40	40	40	40	40	40	35	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	35	40	40	40	40	40	40	40	40	40	35	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0	40	40	40	40	40	40	40	40	40	40	40	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	34	34	34	34	34	34	34	34	34	34	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	35	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	35	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	35	35	35	35	35	35	35	35	35	35	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	35	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	35	1	1	20	0	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	35	1	20	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	20	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	34	34	34	34	34	34	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	34	34	34	34	34	40	34	34	34	34	34	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32
