25 32
20 15
0
0
0 0

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	1	30	30	30	30	30	30	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	1	30	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	30	30	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	31	31	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	31	31	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	40	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	1	30	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20	1	1	30	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	30	40	40	40	40	40	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
