35 34
6 29
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0	21	1	1	40	40	40	40	40	1	1	1	35	35	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	21	1	40	40	40	40	40	1	1	1	35	35	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	21	40	40	40	40	40	21	1	1	35	0	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	40	40	40	40	40	1	21	1	40	40	40	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
1	1	1	1	1	1	1	1	1	40	40	40	40	40	1	1	21	40	40	40	21	1	1	40	40	40	40	40	1	1	20	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	19	1	1	1	1	1	40	40	40	1	21	1	40	40	40	40	40	1	20	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	19	1	1	1	1	1	1	1	1	1	1	21	40	40	40	40	40	20	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	19	1	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	1	1	1	1	1	1	1
1	1	1	35	35	35	35	35	35	35	40	40	40	1	1	1	1	1	1	1	1	1	1	40	40	40	40	40	1	1	1	1	1	1	1
1	1	1	35	35	35	35	35	35	35	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1
1	1	1	35	0	35	35	35	0	35	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1
1	1	1	40	40	40	40	40	40	40	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1
1	1	1	40	40	40	40	40	40	40	40	40	40	1	1	1	1	1	1	1	1	1	1	1	40	40	40	1	1	1	1	1	1	1	1
1	1	1	40	40	40	40	40	40	40	40	40	40	1	1	1	1	1	1	1	1	1	1	1	40	40	40	1	1	1	1	1	1	1	1
1	1	1	40	40	40	40	40	40	40	40	40	40	1	1	1	1	1	1	1	1	1	1	1	40	40	40	1	1	1	1	1	1	1	1
1	1	1	40	40	40	40	40	40	40	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	40	40	40	1	1	1	1	35	35	35	1	1	1	40	40	40	40	40	1	1	20	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	19	1	1	1	1	1	35	35	35	1	1	1	40	40	40	40	40	1	20	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	19	1	1	1	1	1	35	0	35	1	1	20	40	40	40	40	40	20	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	19	1	1	1	1	1	40	40	40	1	20	1	40	40	40	40	40	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	40	40	40	40	40	1	1	20	40	40	40	20	1	1	40	40	40	40	40	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	40	40	40	40	40	1	20	1	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	20	40	40	40	40	40	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	20	1	40	40	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	20	1	1	40	40	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35
