43 39
27 12
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	35	35	35	35	35	35	35	35	35	35	35	35	35	20	0	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	35	35	35	35	35	35	35	35	35	35	35	35	20	35	35	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	20	35	35	35	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
616 28 12
30
