19 41
10 36
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	34	34	34	34	34	34	34	34	34	34	34	34	34	1	1	1
1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1
1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	34	1	1	1
1	1	1	34	35	35	0	35	35	35	35	35	35	35	35	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	40	40	34	1	1	1
1	1	1	34	40	40	40	40	40	34	34	34	40	34	34	34	1	1	1
1	1	1	34	40	40	40	40	40	34	1	1	0	1	1	1	1	1	1
1	1	1	34	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1
1	1	1	34	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1
1	1	1	34	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1
1	1	1	34	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1
1	1	1	34	40	40	40	40	40	34	1	1	1	1	1	1	1	1	1
1	1	1	34	40	40	40	40	40	34	34	34	34	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	35	35	35	35	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	35	35	35	35	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	35	35	35	35	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1
1	1	1	34	40	40	40	40	40	40	40	40	40	34	1	1	1	1	1
1	1	1	34	34	34	34	34	40	40	40	40	40	34	1	1	1	1	1
1	1	1	1	1	1	1	34	40	40	40	40	40	34	1	1	1	1	1
1	1	1	1	1	1	1	34	40	40	40	40	40	34	1	1	1	1	1
1	1	1	1	1	1	1	34	40	40	40	40	40	34	1	1	1	1	1
1	1	1	1	1	1	1	34	40	40	40	40	40	34	1	1	1	1	1
1	1	1	1	1	1	1	34	40	40	40	40	40	34	1	1	1	1	1
1	1	1	1	1	1	1	34	34	34	40	34	34	34	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30	
