25 33
5 26
2
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	21	31	31	31	31	31	31	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	21	21	31	31	31	31	31	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	21	21	21	31	31	31	31	30	1	1	1
1	1	1	30	39	39	39	31	31	31	31	31	31	31	31	21	21	21	39	39	39	30	1	1	1
1	1	1	30	39	39	39	31	31	31	31	31	31	31	31	31	21	21	39	39	39	30	1	1	1
1	1	1	30	39	39	39	31	31	31	31	31	31	31	31	31	31	21	39	39	39	30	1	1	1
1	1	1	30	39	39	39	31	31	31	31	31	31	31	31	31	31	31	19	19	19	30	1	1	1
1	1	1	30	39	39	39	31	31	31	31	31	31	31	31	31	31	31	19	19	19	30	1	1	1
1	1	1	30	39	39	39	31	31	31	31	31	31	31	31	31	31	31	19	19	19	30	1	1	1
1	1	1	30	39	39	39	31	31	31	31	31	31	31	31	31	31	31	19	19	19	30	1	1	1
1	1	1	30	39	39	39	31	31	31	39	39	39	39	39	31	31	31	19	19	19	30	1	1	1
1	1	1	30	39	39	39	31	31	31	39	39	39	39	39	39	31	31	19	19	19	30	1	1	1
1	1	1	30	39	39	39	31	31	31	39	39	39	39	39	39	39	31	19	19	19	30	1	1	1
1	1	1	30	39	39	39	31	31	31	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	31	31	31	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	31	31	31	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	1	1	39	1	31	31	31	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	31	31	31	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	31	31	31	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
462 5 27
463 12 20
20
