21 19
10 14
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1	1
1	1	1	1	1	17	17	17	17	17	17	17	17	17	17	17	1	1	1	1	1
1	1	1	1	1	17	17	17	17	17	17	17	17	17	17	17	1	0	1	1	1
1	1	1	1	1	17	17	17	17	17	0	17	17	17	17	17	20	0	1	1	1
1	1	1	1	1	20	27	27	27	27	27	27	27	27	27	20	20	1	1	1	1
1	1	1	1	20	20	27	27	27	27	27	27	27	27	27	20	1	1	1	1	1
1	1	1	0	20	16	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1
1	1	1	0	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1
1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1
1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1
1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1
1	1	1	1	1	16	16	16	16	16	27	16	16	16	16	16	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
