17 23
6 18
1
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	1	1
1	1	1	16	16	16	16	16	16	16	16	16	18	16	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	18	16	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	18	16	1	1	1
1	1	1	16	17	17	17	17	17	17	17	17	18	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	16	16	27	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
196 6 19
