17 24
5 19
2
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	16	16	16	16	1	1	1	1	1	1	1	1	1
1	1	1	16	17	17	17	16	1	1	1	1	1	1	1	1	1
1	1	1	16	17	17	17	16	1	1	1	1	1	1	1	1	1
1	1	1	16	17	0	17	16	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	16	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	16	16	16	16	16	16	16	1	1	1
1	1	1	16	27	27	27	17	17	17	17	17	17	16	1	1	1
1	1	1	16	27	27	27	17	17	17	17	17	17	16	1	1	1
1	1	1	16	27	27	27	17	17	17	17	17	17	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	16	1	1	1
1	1	1	16	16	27	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
143 5 19
144 5 6
