57 55
31 39
4
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	27	27	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	0	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	16	16	16	16	16	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	0	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	17	17	17	17	17	17	17	17	17	18	18	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	17	17	17	17	17	17	17	17	17	18	18	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	17	1	1	1	1	17	17	17	17	18	18	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	17	1	1	1	1	17	17	17	17	18	18	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	17	1	1	1	1	17	17	17	17	18	18	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	0	17	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	27	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	1	1	1
1	1	1	1	1	1	1	1	1	16	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	27	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	1	1	1
