28 43
12 15
0
0
0 0

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0	21	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	16	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0	21	21	17	17	17	17	17	17	17	17	17	17	17	0	16	17	17	16	1	1	1	1
1	1	1	16	16	16	16	16	16	16	1	0	21	21	21	27	27	27	27	27	27	27	27	27	27	27	16	17	17	16	1	1	1	1
1	1	1	16	17	17	17	17	17	16	1	1	1	21	21	27	27	27	27	27	27	27	27	27	27	27	16	17	17	16	1	1	1	1
1	1	1	16	17	17	17	17	17	16	1	1	1	1	21	27	27	27	27	27	27	27	27	27	27	27	16	17	17	16	1	1	1	1
1	1	1	16	17	17	0	17	17	16	1	1	16	16	16	16	16	16	18	18	16	16	16	16	16	16	16	17	17	16	1	1	1	1
1	1	1	16	27	27	27	27	27	16	1	1	16	17	17	17	17	17	18	18	17	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	27	27	27	27	27	16	1	1	16	17	17	17	17	17	18	18	17	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	27	27	27	27	27	16	1	1	16	17	17	17	17	17	18	18	17	17	17	17	17	17	17	17	17	16	1	1	1	1
1	1	1	16	27	27	27	27	27	16	16	16	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1
1	1	1	16	27	27	27	27	27	17	17	17	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	1	1	1	1
1	1	1	16	27	27	27	27	27	17	17	17	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	1	1	1	1
1	1	1	16	27	27	27	27	27	17	17	17	17	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	16	16	16	16	16	16	16	16	16	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	16	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
