36 23
4 16
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1	1	1	1	1	1
1	1	1	1	30	30	30	30	30	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	30	30	30	30	30	1	1	1	1
1	1	1	1	30	31	31	31	31	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	31	31	31	31	30	1	1	1	1
1	1	1	1	30	31	31	31	31	40	40	40	30	30	30	40	40	40	40	40	40	30	30	30	40	40	40	31	31	31	31	30	1	1	1	1
1	1	1	1	31	31	31	31	31	40	40	40	30	1	30	40	40	40	40	40	40	30	1	30	40	40	40	31	31	31	31	31	1	1	1	1
1	1	1	1	31	40	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	40	31	1	1	1	1
1	1	1	1	31	40	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	40	31	1	1	1	1
1	1	1	0	40	40	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	40	40	0	1	1	1
1	1	1	1	30	40	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	30	1	30	40	40	40	40	40	40	40	30	1	1	1	1
1	1	1	1	30	40	40	40	40	40	40	40	30	1	30	30	30	30	30	30	30	30	1	30	40	40	40	40	40	40	40	30	1	1	1	1
1	1	1	1	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
