20 36
13 7
2
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	30	31	31	31	31	31	31	30	31	31	31	31	31	30	1	1	1
1	1	1	30	31	31	31	31	31	31	30	31	31	31	31	31	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	31	40	40	40	40	40	31	1	1	1
1	1	1	30	40	40	40	40	40	40	31	40	40	40	40	40	31	1	1	1
1	1	1	30	40	40	40	40	40	40	31	40	40	40	40	40	31	1	1	1
1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	40	0	1	1
1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	40	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	40	40	40	40	40	40	30	40	40	40	40	40	30	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
570 6 5
571 17 24
17
