25 20
4 8
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	10	10	10	10	10	10	10	10	10	10	0	10	10	10	1	1	1	1	1	1	1
1	1	1	1	10	11	11	11	11	11	11	11	11	11	19	11	11	10	1	1	1	1	1	1	1
1	1	1	1	11	11	11	11	11	11	11	11	11	11	19	11	11	10	1	1	1	1	1	1	1
1	1	1	1	11	11	11	11	11	11	11	11	11	11	19	11	11	10	1	1	1	1	1	1	1
1	1	1	1	11	40	40	40	40	40	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1
1	1	1	0	40	40	40	40	40	40	40	40	40	40	40	40	40	10	1	1	1	1	1	1	1
1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	40	40	10	10	10	10	1	1	1	1
1	1	1	1	10	10	10	10	10	10	10	40	40	40	40	40	40	11	11	11	10	1	1	1	1
1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	11	11	11	11	1	1	1	1
1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	11	11	11	11	1	1	1	1
1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	40	40	11	1	1	1	1
1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	40	40	40	0	1	1	1
1	1	1	1	1	1	1	1	1	1	10	40	40	40	40	40	40	40	40	40	10	1	1	1	1
1	1	1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	10	10	10	10	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
